player_id,season,I_F_xGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_savedShotsOnGoal,I_F_faceOffsWon,I_F_hits,I_F_takeaways
8471675,2015,26.54,25.6,28,21,248,94,104,446,85,36,25,212,986,90,40
8471676,2015,20.7,19.3,23,11,183,65,93,341,56,22,19,161,3,106,52
8471677,2015,4.92,4.79,3,5,86,51,68,205,14,6,3,80,0,98,8
8471678,2015,12.64,11.99,12,10,109,41,24,174,36,14,9,95,20,35,32
8471681,2015,8.19,8.06,6,0,106,38,32,176,14,8,4,98,4,97,17
8471685,2015,20.47,19.59,24,25,177,67,67,311,74,25,14,152,950,78,43
8471686,2015,3.61,3.58,5,8,65,28,52,145,15,2,1,63,1,65,20
8471691,2015,15.6,14.46,14,14,141,61,41,243,41,13,13,128,586,126,27
8471693,2015,2.52,2.49,2,4,63,31,40,134,8,2,5,61,0,39,7
8471698,2015,23.07,22.53,11,14,185,71,64,320,51,26,11,159,138,134,62
8471699,2015,13.74,13.62,12,11,131,50,50,231,32,9,11,122,6,124,26
8471702,2015,6.23,6.14,12,15,150,70,115,335,32,5,5,145,0,157,34
8471703,2015,1.88,1.91,2,1,22,7,7,36,6,3,0,19,2,29,4
8471707,2015,25.39,24.86,19,8,268,95,111,474,58,31,18,237,8,113,49
8471709,2015,7.29,7.08,13,18,116,74,90,280,39,8,12,108,0,47,15
8471710,2015,1.4,1.37,3,2,28,18,32,78,6,1,1,27,0,56,8
8471716,2015,17.78,17.35,17,6,155,53,31,239,42,19,12,136,5,207,23
8471717,2015,1.19,1.13,3,5,42,17,48,107,9,1,2,41,0,142,7
8471724,2015,14.33,13.26,23,28,218,53,146,417,67,16,11,202,0,135,47
8471729,2015,5.39,5.35,7,8,70,56,63,189,19,4,5,66,0,40,23
8471733,2015,0.96,0.95,4,0,10,2,5,17,4,0,1,10,0,58,2
8471735,2015,6.99,6.92,24,18,160,82,122,364,47,5,6,155,0,43,27
8471742,2015,3.5,3.41,6,7,92,34,63,189,17,4,9,88,0,61,14
8471752,2015,0.1,0.1,0,0,0,4,5,9,0,0,0,0,0,1,1
8471760,2015,0.56,0.55,0,0,11,3,2,16,0,0,0,11,12,26,2
8471761,2015,0.08,0.08,0,0,4,1,2,7,0,0,0,4,0,3,0
8471762,2015,9.64,9.28,5,7,77,32,19,128,14,2,10,75,6,139,21
8471766,2015,0.74,0.73,1,1,11,5,6,22,3,1,1,10,2,53,3
8471769,2015,4.54,4.46,7,15,77,36,71,184,24,2,3,75,0,32,31
8471794,2015,17.24,16.43,7,6,165,59,67,291,26,13,18,152,39,115,22
8471804,2015,6.48,6.39,2,2,73,28,39,140,7,3,3,70,2,54,13
8471811,2015,2.45,2.19,4,3,20,4,3,27,11,4,1,16,103,5,2
8471816,2015,1.87,1.83,2,3,61,33,40,134,7,2,3,59,0,53,13
8471817,2015,3.12,3.08,0,1,31,10,14,55,4,3,2,28,1,206,8
8471856,2015,0.15,0.15,0,0,1,1,0,2,0,0,0,1,0,1,0
8471862,2015,7.58,6.95,5,3,58,27,17,102,15,7,5,51,13,90,10
8471873,2015,7.96,7.57,10,15,127,48,72,247,34,9,6,118,0,99,26
8471887,2015,29.28,27.86,15,14,257,71,64,392,51,22,27,235,5,160,28
8471916,2015,0.53,0.51,0,0,1,2,3,6,1,1,0,0,10,6,1
8471956,2015,10.92,10.88,4,1,97,35,52,184,13,8,7,89,43,102,26
8471958,2015,4.21,3.9,6,9,77,29,43,149,17,2,5,75,0,168,23
8471976,2015,11.66,11.4,10,8,90,21,32,143,29,11,8,79,391,31,27
8471996,2015,0,0,1,0,0,0,0,0,1,0,0,0,8,5,0
8472382,2015,4.01,3.99,5,4,63,42,43,148,13,4,5,59,0,73,26
8472410,2015,6.79,6.66,6,4,62,26,22,110,11,1,2,61,291,113,17
8473412,2015,17.07,16.37,14,11,127,45,44,216,42,17,10,110,674,48,20
8473415,2015,1.63,1.61,3,4,61,15,40,116,7,0,2,61,0,124,8
8473419,2015,25.36,24.75,15,9,250,71,74,395,61,37,8,213,21,65,43
8473422,2015,15.5,14.49,13,12,149,52,43,244,37,12,19,137,83,152,27
8473426,2015,1.1,1.04,3,1,40,15,22,77,5,1,2,39,0,108,2
8473431,2015,0.01,0.01,0,0,1,0,0,1,0,0,0,1,0,0,2
8473432,2015,7.97,7.87,5,6,91,34,22,147,16,5,4,86,3,127,11
8473446,2015,7.96,7.79,9,7,175,51,81,307,27,11,9,164,0,126,30
8473449,2015,23.1,22.12,23,19,202,70,104,376,64,22,11,180,23,90,42
8473453,2015,16.49,16.41,5,3,167,59,39,265,16,8,12,159,103,168,17
8473463,2015,19.95,19.47,7,10,130,58,29,217,36,19,3,111,62,283,42
8473465,2015,22.09,21.47,8,9,156,58,30,244,39,22,9,134,4,164,18
8473466,2015,11.67,11.25,2,3,89,34,50,173,16,11,7,78,184,208,14
8473468,2015,2.38,2.31,2,3,58,29,56,143,6,1,4,57,0,132,16
8473473,2015,18.71,18.2,25,10,124,85,60,269,55,20,13,104,7,244,22
8473482,2015,3.61,3.47,2,0,38,12,14,64,4,2,3,36,0,39,8
8473485,2015,6.69,6.62,9,3,78,32,23,133,20,8,8,70,3,72,12
8473492,2015,17.6,17.08,11,11,168,98,96,362,37,15,13,153,6,260,27
8473504,2015,6.46,6.47,4,4,80,29,42,151,23,15,3,65,1,288,21
8473507,2015,4.49,4.37,5,6,98,44,91,233,16,5,10,93,1,86,16
8473512,2015,19.82,19,25,20,241,68,110,419,67,22,19,219,1081,83,41
8473533,2015,22.16,21.3,20,8,151,66,54,271,48,20,15,131,806,165,55
8473534,2015,9.25,9.16,2,3,80,26,22,128,15,10,6,70,139,48,22
8473537,2015,13.47,13.29,5,6,125,50,36,211,20,9,10,116,2,144,29
8473542,2015,0.1,0.11,0,1,1,0,0,1,1,0,0,1,0,13,0
8473544,2015,17.73,17.44,18,13,182,52,73,307,58,27,11,155,676,103,47
8473546,2015,14.59,14.28,5,4,116,47,23,186,18,9,8,107,3,41,66
8473548,2015,25.92,24.53,22,11,274,82,123,479,59,26,22,248,2,9,26
8473550,2015,0.35,0.34,3,1,9,5,19,33,4,0,0,9,0,44,2
8473560,2015,0.64,0.66,3,0,17,11,14,42,3,0,2,17,0,57,2
8473562,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473563,2015,13.82,13.31,29,21,129,47,46,222,70,20,6,109,659,51,42
8473564,2015,13.42,12.94,9,8,155,37,77,269,32,15,8,140,5,49,27
8473565,2015,1.73,1.69,1,4,43,26,41,110,6,1,3,42,0,106,9
8473571,2015,2.04,1.93,3,4,32,19,27,78,9,2,6,30,0,20,2
8473573,2015,16.3,16.05,9,13,121,41,51,213,42,20,4,101,507,53,28
8473574,2015,12.36,11.7,8,8,101,34,25,160,28,12,10,89,9,68,34
8473579,2015,11.57,11.3,8,5,92,28,41,161,22,9,2,83,23,107,32
8473584,2015,1.2,1.18,5,2,20,17,22,59,8,1,1,19,0,14,4
8473588,2015,4.92,4.91,3,2,58,18,20,96,11,6,2,52,1,20,15
8473589,2015,0.41,0.37,0,0,5,1,1,7,0,0,0,5,0,4,0
8473604,2015,22.22,21.4,17,13,179,49,50,278,58,28,13,151,921,81,57
8473618,2015,15.5,14.62,14,18,133,45,80,258,41,9,8,124,94,83,31
8473646,2015,5.64,5.54,4,1,62,15,19,96,12,7,6,55,21,87,17
8473658,2015,0.52,0.52,0,0,8,6,2,16,0,0,1,8,0,21,0
8473673,2015,4.72,4.66,10,3,104,34,44,182,19,6,2,98,0,47,16
8473722,2015,0.41,0.39,1,0,6,0,0,6,1,0,1,6,0,23,1
8473914,2015,10.83,10.13,7,8,107,45,46,198,25,10,9,97,596,68,28
8473933,2015,2.96,2.8,1,5,90,38,44,172,10,4,4,86,0,154,20
8473962,2015,13.74,13.1,15,14,149,63,72,284,43,14,10,135,2,31,31
8473970,2015,1.69,1.63,0,0,10,6,10,26,1,1,0,9,1,47,3
8473986,2015,18.51,16.49,18,8,154,64,60,278,40,14,9,140,31,76,31
8473989,2015,1.85,1.8,0,0,18,3,6,27,1,1,1,17,0,35,2
8473991,2015,4.03,3.94,8,9,75,40,70,185,21,4,5,71,0,135,24
8473992,2015,0.53,0.55,4,0,16,9,19,44,4,0,1,16,0,37,3
8473994,2015,36.09,34.62,26,22,247,96,88,431,89,41,18,206,226,156,65
8474000,2015,1.66,1.63,0,4,54,19,25,98,4,0,1,54,1,70,5
8474005,2015,0.33,0.33,0,0,4,1,5,10,0,0,0,4,0,7,1
8474008,2015,0.22,0.23,0,0,5,0,0,5,1,1,0,4,0,6,0
8474009,2015,11.89,11.62,12,8,97,33,37,167,29,9,8,88,463,22,32
8474013,2015,2.24,2.17,4,8,72,33,40,145,12,0,4,72,0,122,8
8474019,2015,0,0,1,0,0,0,3,3,1,0,0,0,0,3,0
8474024,2015,0.13,0.13,0,0,3,0,2,5,0,0,0,3,29,7,0
8474025,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8474027,2015,4.81,4.74,11,8,114,43,87,244,23,4,3,110,0,95,33
8474031,2015,9.42,9.17,18,12,180,70,100,350,44,14,12,166,0,82,37
8474034,2015,11.81,11.69,7,8,104,34,30,168,27,12,10,92,17,151,10
8474037,2015,14.7,13.38,10,5,129,49,50,228,29,14,14,115,1,52,29
8474038,2015,7.48,7.12,6,1,51,17,23,91,18,11,2,40,3,112,23
8474040,2015,6.73,6.27,4,4,87,36,39,162,16,8,5,79,34,17,20
8474052,2015,7.91,7.79,2,1,78,34,39,151,11,8,5,70,1,82,21
8474053,2015,14.26,13.61,10,11,137,54,66,257,36,15,21,122,271,29,39
8474056,2015,7.49,6.99,22,23,176,72,130,378,51,6,10,170,0,102,23
8474061,2015,1.68,1.68,1,3,16,10,7,33,5,1,3,15,0,81,3
8474062,2015,8.21,7.91,6,7,76,21,32,129,22,9,8,67,193,58,47
8474066,2015,3.23,3.14,7,5,55,45,51,151,18,6,0,49,0,65,18
8474068,2015,13.62,13.13,10,7,122,48,55,225,30,13,5,109,536,44,16
8474074,2015,1.06,1.05,0,0,24,13,21,58,2,2,1,22,0,13,4
8474089,2015,3.81,3.72,3,1,31,22,21,74,6,2,1,29,40,124,4
8474090,2015,5.06,4.9,6,6,82,33,57,172,15,3,6,79,0,94,10
8474091,2015,4.01,3.97,0,4,45,16,10,71,9,5,2,40,146,12,4
8474094,2015,3.23,3.17,3,0,39,8,8,55,3,0,1,39,1,38,5
8474096,2015,6.52,6.32,3,7,53,24,31,108,13,3,1,50,309,65,31
8474098,2015,11.28,11.02,8,4,125,38,58,221,23,11,11,114,9,71,30
8474100,2015,6.23,6.09,3,3,48,26,20,94,13,7,8,41,2,73,5
8474102,2015,16.32,16.12,15,9,147,49,44,240,36,12,14,135,2,142,22
8474113,2015,0.49,0.45,0,0,11,7,8,26,1,1,1,10,0,7,2
8474125,2015,2.45,2.37,2,4,51,25,40,116,9,3,3,48,0,67,14
8474134,2015,6.04,5.41,5,2,65,34,59,158,7,0,2,65,0,49,10
8474138,2015,0.41,0.41,1,0,5,0,1,6,2,1,0,4,35,2,0
8474141,2015,29.35,28.8,41,19,287,80,94,461,106,46,14,241,11,37,34
8474145,2015,2.25,2.21,0,1,47,22,19,88,3,2,4,45,0,93,5
8474150,2015,17.23,16.28,17,9,155,57,62,274,47,21,13,134,539,68,57
8474151,2015,5.31,5.06,16,9,113,62,87,262,34,9,8,104,1,98,31
8474157,2015,32.65,31.47,23,11,303,122,115,540,64,30,31,273,6,102,35
8474161,2015,18.75,17.68,27,17,213,67,107,387,55,11,25,202,3,51,26
8474162,2015,7.65,7.41,15,17,203,94,150,447,40,8,13,195,0,197,13
8474166,2015,7.36,7.11,13,8,124,73,116,313,31,10,8,114,0,164,8
8474168,2015,2.06,1.95,1,1,17,8,5,30,3,1,0,16,32,14,1
8474176,2015,15.66,15.49,15,10,178,58,61,297,39,14,11,164,6,84,30
8474189,2015,13.88,13.69,7,6,149,60,66,275,26,13,6,136,207,111,46
8474190,2015,32.6,30.44,18,10,229,89,75,393,60,32,29,197,5,192,25
8474207,2015,4.85,4.59,8,8,98,37,65,200,22,6,4,92,0,217,21
8474218,2015,5.62,5.42,10,6,95,58,79,232,23,7,5,88,0,86,28
8474230,2015,1.13,1.03,0,0,10,2,3,15,1,1,1,9,11,39,0
8474250,2015,17.51,17.09,7,4,121,55,44,220,36,25,8,96,380,175,33
8474291,2015,9.17,8.82,5,4,74,36,13,123,17,8,4,66,370,55,20
8474497,2015,1.05,0.91,0,1,9,4,4,17,1,0,1,9,0,7,0
8474516,2015,0.18,0.17,0,0,4,1,2,7,0,0,0,4,17,13,0
8474520,2015,3.7,3.4,3,3,99,47,54,200,11,5,8,94,0,88,15
8474554,2015,0.04,0.04,0,0,1,0,0,1,0,0,0,1,0,3,0
8474563,2015,10.93,10.65,18,19,197,107,127,431,51,14,15,183,0,125,10
8474564,2015,26.4,25.93,17,11,216,95,93,404,64,36,9,180,463,109,45
8474565,2015,8.89,8.47,19,11,182,55,82,319,37,7,10,175,0,48,41
8474567,2015,6.09,5.85,6,11,121,39,58,218,24,7,7,114,0,86,17
8474568,2015,2.7,2.62,3,9,76,33,92,201,16,4,9,72,1,234,11
8474569,2015,11.64,11.42,10,8,108,40,36,184,24,6,6,102,14,61,24
8474570,2015,6.43,6.25,4,1,65,30,27,122,8,3,2,62,46,25,7
8474571,2015,16.59,15.88,21,13,166,68,75,309,51,17,19,149,1,51,38
8474573,2015,15.01,14.38,11,9,105,40,45,190,32,12,6,93,14,45,41
8474574,2015,8.4,8.23,7,11,140,55,93,288,27,9,14,131,0,54,45
8474577,2015,10.69,10.7,15,10,100,29,34,163,44,19,7,81,85,122,27
8474578,2015,13.23,12.73,35,31,248,132,206,586,82,16,20,232,0,84,61
8474579,2015,0.91,0.89,3,3,29,10,33,72,8,2,0,27,0,71,5
8474581,2015,7.43,7.11,11,13,122,86,112,320,31,7,9,115,2,87,33
8474584,2015,4.16,3.74,4,5,98,33,83,214,13,4,4,94,0,140,14
8474586,2015,23.13,22.16,12,10,173,60,63,296,47,25,14,148,5,28,30
8474588,2015,6.21,5.97,1,2,41,27,16,84,6,3,6,38,45,54,12
8474589,2015,4.51,4.44,3,5,57,23,22,102,11,3,7,54,2,30,11
8474590,2015,6.22,6.09,17,14,124,58,75,257,39,8,9,116,0,46,24
8474597,2015,1.2,1.14,1,6,40,22,36,98,8,1,1,39,0,31,3
8474600,2015,15.52,14.98,33,14,198,73,127,398,61,14,9,184,0,59,21
8474602,2015,5.01,4.89,6,8,82,41,55,178,18,4,9,78,0,36,21
8474604,2015,0.28,0.29,0,2,8,5,5,18,2,0,0,8,0,4,0
8474605,2015,2.07,2,2,3,56,26,54,136,5,0,3,56,0,53,7
8474610,2015,0.22,0.2,0,0,3,0,0,3,1,1,0,2,11,3,0
8474612,2015,5.71,5.7,5,11,147,70,114,331,21,5,5,142,0,148,44
8474613,2015,17.7,17.1,16,15,192,62,52,306,53,22,12,170,515,38,62
8474616,2015,0.31,0.3,0,0,1,0,1,2,0,0,0,1,3,1,0
8474618,2015,5.43,5.21,7,9,126,64,107,297,21,5,8,121,0,66,23
8474625,2015,16.62,15.32,5,11,127,34,24,185,29,13,9,114,42,128,25
8474627,2015,9.18,8.96,11,14,83,19,38,140,34,9,4,74,485,43,29
8474628,2015,6.55,6.33,15,15,161,85,118,364,36,6,7,155,0,137,15
8474638,2015,0.12,0.11,0,1,1,2,0,3,1,0,0,1,0,5,1
8474641,2015,23.06,21.68,7,13,149,46,43,238,50,30,8,119,617,66,38
8474642,2015,5.51,5.41,3,2,49,17,17,83,7,2,5,47,5,110,6
8474660,2015,1.32,1.28,0,1,40,24,19,83,2,1,3,39,0,5,4
8474661,2015,1.19,1.13,0,0,36,13,27,76,1,1,1,35,0,24,6
8474668,2015,12.28,11.96,8,5,136,34,50,220,27,14,10,122,16,127,18
8474673,2015,6.71,6.55,16,23,79,34,84,197,45,6,4,73,0,15,47
8474679,2015,16.9,16.4,17,9,161,43,58,262,43,17,12,144,0,58,28
8474683,2015,2.63,2.7,0,1,22,7,7,36,1,0,0,22,61,25,3
8474685,2015,12.1,11.64,8,5,114,35,43,192,24,11,5,103,7,91,36
8474688,2015,1.23,1.16,5,1,32,16,37,85,7,1,0,31,0,100,12
8474697,2015,1.11,1.06,1,0,27,14,19,60,2,1,2,26,0,271,3
8474698,2015,0.2,0.2,0,0,7,1,2,10,0,0,0,7,0,4,0
8474709,2015,9.08,9.03,7,2,86,31,25,142,19,10,5,76,1,365,8
8474715,2015,30.92,28.63,19,7,226,79,66,371,53,27,25,199,2,47,43
8474716,2015,7.4,7.22,8,10,122,57,69,248,29,11,10,111,0,51,19
8474717,2015,1.81,1.78,2,6,32,17,39,88,10,2,5,30,0,12,11
8474722,2015,0.03,0.03,0,0,1,2,1,4,0,0,0,1,0,8,0
8474727,2015,2.38,2.29,2,2,17,9,8,34,6,2,1,15,100,18,8
8474736,2015,3.36,3.31,1,1,38,16,10,64,3,1,2,37,0,154,8
8474739,2015,10.61,10.53,7,4,111,44,22,177,18,7,12,104,38,203,21
8474743,2015,1.07,1.05,4,0,22,18,22,62,6,2,4,20,0,47,6
8474744,2015,0.08,0.07,0,0,0,1,0,1,0,0,0,0,0,0,0
8474749,2015,3.91,3.84,5,7,85,37,76,198,18,6,2,79,0,141,18
8474774,2015,1.86,1.84,4,2,69,22,60,151,9,3,2,66,0,139,7
8474818,2015,2.05,1.9,6,3,58,23,42,123,12,3,3,55,0,90,12
8474849,2015,13.16,12.5,10,6,111,54,37,202,29,13,8,98,15,123,30
8474850,2015,3.14,3.2,0,1,25,7,8,40,5,4,2,21,0,62,6
8474870,2015,16.1,15,19,5,167,65,60,292,38,14,13,153,479,46,19
8474884,2015,23.17,21.59,19,11,242,90,133,465,59,29,17,213,8,22,44
8475060,2015,0.09,0.09,0,0,2,2,1,5,0,0,0,2,0,1,0
8475098,2015,12.9,12.28,12,11,99,37,47,183,35,12,10,87,597,46,33
8475119,2015,0.82,0.8,0,0,13,3,7,23,1,1,0,12,33,20,4
8475147,2015,1.84,1.89,1,1,30,7,10,47,4,2,1,28,1,15,1
8475149,2015,16.48,16.25,18,11,132,44,37,213,46,17,11,115,128,38,35
8475150,2015,0.11,0.11,0,0,1,0,1,2,0,0,0,1,0,6,0
8475151,2015,22.14,21.54,16,11,222,78,91,391,57,30,15,192,10,129,43
8475153,2015,0.17,0.17,1,0,9,2,2,13,1,0,0,9,0,6,0
8475155,2015,2,1.94,1,3,32,16,19,67,4,0,2,32,0,67,11
8475157,2015,7.61,7.34,3,2,77,30,25,132,10,5,2,72,29,101,16
8475158,2015,15.79,15.23,24,12,147,41,42,230,56,20,7,127,980,15,47
8475160,2015,5.85,5.67,3,3,68,25,24,117,9,3,5,65,3,111,5
8475161,2015,0.09,0.09,0,0,1,0,1,2,0,0,0,1,0,2,0
8475163,2015,10.04,9.74,5,1,88,33,21,142,14,8,3,80,3,103,26
8475164,2015,20.86,20.21,11,8,215,78,74,367,39,20,16,195,4,87,44
8475165,2015,4.6,4.43,1,1,54,16,23,93,3,1,1,53,378,58,23
8475166,2015,30.34,29.35,31,6,250,83,124,457,70,33,25,217,741,51,69
8475167,2015,11.51,11.2,22,15,181,88,139,408,47,10,15,171,0,62,48
8475168,2015,22.07,21.71,16,13,200,62,63,325,59,30,14,170,428,41,43
8475169,2015,22.36,22.01,9,6,271,91,111,473,35,20,11,251,62,171,37
8475170,2015,28.14,26.88,19,14,178,72,73,323,59,26,9,152,52,187,30
8475171,2015,12.34,12,16,18,228,103,178,509,55,21,21,207,0,154,40
8475172,2015,28.2,27.27,20,8,260,96,129,485,45,17,13,243,641,148,47
8475174,2015,0.94,0.87,2,2,23,12,28,63,4,0,3,23,0,116,7
8475175,2015,8.02,7.79,6,0,88,33,21,142,9,3,5,85,0,44,8
8475176,2015,5.89,5.75,13,9,152,48,97,297,32,10,10,142,0,61,24
8475177,2015,3.52,3.19,7,7,102,43,68,213,16,2,5,100,0,128,19
8475178,2015,4.82,4.68,2,3,42,15,20,77,8,3,2,39,1,95,11
8475179,2015,4.31,4.22,9,7,99,40,50,189,17,1,7,98,0,122,31
8475180,2015,16.61,15.77,13,5,138,59,41,238,27,9,13,129,216,78,34
8475181,2015,6.09,5.96,19,16,121,53,90,264,40,5,9,116,0,83,40
8475182,2015,0.54,0.52,0,2,13,5,7,25,2,0,1,13,0,3,4
8475184,2015,18.85,18.86,13,9,158,62,60,280,43,21,11,137,5,177,23
8475185,2015,9.25,9.13,3,7,86,34,27,147,14,4,7,82,323,67,19
8475186,2015,4.66,4.25,7,8,106,47,65,218,19,4,9,102,0,93,23
8475188,2015,3.71,3.62,6,6,91,54,82,227,14,2,8,89,0,206,19
8475191,2015,19.93,18.38,17,8,173,58,68,299,50,25,13,148,0,85,51
8475192,2015,0.09,0.08,0,0,0,2,1,3,0,0,0,0,0,6,0
8475193,2015,19.68,19.37,10,14,166,62,58,286,45,21,12,145,6,74,30
8475194,2015,0.13,0.13,0,0,5,1,1,7,0,0,0,5,0,3,1
8475197,2015,9.1,8.42,20,16,172,59,122,353,49,13,11,159,0,37,29
8475199,2015,1.93,1.92,3,2,55,24,39,118,6,1,6,54,0,61,7
8475200,2015,4.18,4.13,10,11,90,37,71,198,29,8,4,82,0,121,37
8475204,2015,11.39,10.98,10,5,128,64,79,271,29,14,7,114,66,66,20
8475206,2015,1.76,1.73,3,1,37,10,24,71,6,2,3,35,0,12,4
8475208,2015,4.3,4.13,8,8,101,38,68,207,16,0,9,101,1,77,32
8475209,2015,4.05,3.93,1,1,39,17,10,66,8,6,3,33,1,54,6
8475213,2015,0.07,0.07,1,0,3,0,0,3,1,0,0,3,4,0,1
8475218,2015,6.75,6.23,12,15,114,56,75,245,35,8,9,106,0,67,26
8475220,2015,8.71,8.6,7,6,81,32,24,137,23,10,5,71,1,193,30
8475222,2015,8.58,8.22,13,16,140,57,101,298,38,9,10,131,0,85,34
8475223,2015,5.02,4.89,7,4,40,20,15,75,15,4,1,36,193,4,16
8475225,2015,19.65,19.13,14,2,199,75,73,347,37,21,9,178,76,84,42
8475227,2015,3.71,3.52,4,3,87,22,68,177,13,6,12,81,0,57,5
8475231,2015,9.99,9.78,12,9,84,34,32,150,29,8,3,76,469,158,58
8475233,2015,5.22,5.09,10,11,122,60,76,258,25,4,7,118,0,122,14
8475235,2015,7.02,6.7,2,4,72,34,30,136,12,6,3,66,0,206,14
8475236,2015,15.34,15.2,13,6,133,47,51,231,35,16,7,117,567,98,42
8475246,2015,3.03,2.97,3,9,109,43,78,230,17,5,6,104,0,100,15
8475247,2015,3.37,3.24,1,3,29,6,16,51,7,3,1,26,102,58,8
8475250,2015,11.99,11.67,9,5,105,44,49,198,23,9,15,96,8,27,29
8475253,2015,2.88,2.88,0,0,28,10,8,46,0,0,1,28,0,75,2
8475260,2015,1.36,1.36,3,2,11,6,2,19,7,2,0,9,54,18,6
8475268,2015,2.65,2.62,2,1,25,8,9,42,4,1,0,24,0,55,3
8475274,2015,0.4,0.39,1,0,9,9,4,22,1,0,0,9,0,46,2
8475278,2015,7.19,6.79,3,0,64,29,25,118,5,2,4,62,310,51,20
8475279,2015,3.17,3.06,2,7,75,40,52,167,10,1,2,74,0,130,15
8475287,2015,8.6,8.42,13,7,100,27,37,164,34,14,7,86,416,57,34
8475292,2015,1.31,1.32,0,0,18,2,1,21,6,6,0,12,0,39,6
8475310,2015,0.31,0.3,0,0,3,1,1,5,0,0,1,3,0,4,1
8475314,2015,20.16,19.32,13,8,183,57,42,282,36,15,12,168,1,164,32
8475321,2015,0.23,0.18,2,0,2,0,1,3,3,1,0,1,10,4,1
8475323,2015,4.2,3.98,3,1,50,18,15,83,4,0,3,50,233,25,10
8475325,2015,4.72,4.61,3,2,49,25,23,97,5,0,4,49,0,78,4
8475343,2015,0.22,0.18,0,0,3,2,3,8,0,0,0,3,18,6,3
8475414,2015,0.93,0.94,0,1,13,3,2,18,1,0,0,13,2,15,2
8475430,2015,2.56,2.49,2,4,67,28,54,149,7,1,6,66,0,94,7
8475455,2015,3.67,3.63,5,4,93,40,79,212,11,2,3,91,0,154,12
8475461,2015,0.4,0.39,0,2,3,2,6,11,2,0,0,3,24,8,0
8475462,2015,4.32,4.2,5,4,150,68,122,340,14,5,7,145,0,304,11
8475598,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475613,2015,0.63,0.64,1,2,20,9,16,45,3,0,0,20,0,34,5
8475625,2015,0.05,0.04,0,0,3,1,1,5,0,0,0,3,0,1,0
8475650,2015,2.81,2.77,0,2,56,23,16,95,4,2,1,54,2,117,11
8475661,2015,0.98,0.96,1,2,14,5,2,21,4,1,0,13,3,55,2
8475690,2015,2.3,2.26,6,8,42,19,35,96,18,4,4,38,0,18,14
8475692,2015,14.41,14.05,27,8,166,72,83,321,61,26,9,140,5,88,59
8475714,2015,13.87,13.3,6,8,125,36,32,193,30,16,3,109,366,35,32
8475715,2015,10.43,10.07,9,6,114,41,24,179,28,13,6,101,134,132,16
8475716,2015,1.6,1.55,3,3,55,34,91,180,7,1,3,54,0,37,25
8475722,2015,19.17,18.44,7,3,158,76,46,280,23,13,10,145,1,83,40
8475726,2015,26.9,26.18,16,11,213,102,98,413,58,31,17,182,0,70,32
8475727,2015,14.09,13.5,29,7,162,55,58,275,49,13,8,149,304,53,25
8475728,2015,11.83,11.33,5,2,95,49,47,191,17,10,6,85,388,113,21
8475730,2015,0.59,0.57,0,2,13,10,7,30,3,1,0,12,0,55,6
8475735,2015,1.33,1.29,0,0,14,4,5,23,2,2,0,12,50,20,4
8475736,2015,1,1.05,4,0,13,4,1,18,5,1,0,12,0,46,4
8475738,2015,0.58,0.57,0,0,4,5,2,11,0,0,0,4,33,5,5
8475744,2015,20.46,19.76,43,14,193,58,67,318,77,20,10,173,543,73,61
8475745,2015,18.18,17.82,11,10,140,47,46,233,42,21,5,119,228,131,36
8475747,2015,1.59,1.6,3,5,36,21,25,82,8,0,3,36,0,58,5
8475749,2015,0.27,0.27,2,0,9,0,3,12,2,0,0,9,0,5,1
8475750,2015,1.04,1.01,3,1,30,12,15,57,5,1,2,29,0,48,7
8475753,2015,12.11,11.49,10,11,184,74,137,395,37,16,13,168,0,109,45
8475754,2015,17.49,17.21,7,7,165,49,79,293,40,26,9,139,186,59,48
8475755,2015,1.71,1.68,9,6,53,25,37,115,17,2,5,51,0,157,9
8475756,2015,0.3,0.28,0,0,2,2,0,4,0,0,0,2,0,5,0
8475757,2015,0.03,0.03,0,0,2,0,0,2,0,0,0,2,0,2,0
8475758,2015,8.5,8.37,5,6,94,31,25,150,25,14,8,80,2,105,7
8475759,2015,0.47,0.46,0,1,11,10,11,32,1,0,0,11,0,18,5
8475760,2015,17.04,15.9,14,5,171,49,54,274,34,15,17,156,449,87,25
8475761,2015,3.99,3.95,1,5,52,16,25,93,12,6,5,46,2,65,5
8475762,2015,0.59,0.58,0,1,14,4,12,30,2,1,1,13,0,9,0
8475763,2015,11.51,11.3,14,8,133,56,56,245,36,14,13,119,137,59,24
8475764,2015,4.74,4.48,11,12,113,45,93,251,28,5,13,108,0,43,17
8475765,2015,29.67,28.64,16,18,292,102,157,551,74,40,12,252,0,32,38
8475766,2015,4.98,4.87,4,3,55,16,21,92,10,3,3,52,6,74,11
8475768,2015,7.34,7.39,9,5,63,21,21,105,22,8,5,55,15,26,16
8475769,2015,5.54,5.53,3,2,54,15,13,82,11,6,2,48,3,116,9
8475770,2015,10.82,10.66,6,2,100,35,47,182,15,7,3,93,2,87,20
